data\ca\154913\10202701\807782786.html,Calgary Airport Marriott In-Terminal Hotel,"""Everything about this hotel was pure luxury. The ease of using your app without having to Go to  front desk to check in is amazing. The hotel room was superb. The front entrance lobby was superb. The fact that you  are right there in the airport is so convenient   The room was modern and spotless. One of my favourite hotels",5,positive,"September 2, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\808471300.html,Calgary Airport Marriott In-Terminal Hotel,"""The hotel is fairly new and the check in was both fast and great. The accessibility to the airport is excellent as one would expect for an in-terminal hotel. Water pressure and temperature were both great - no water-saving devices to ruin your shower. Noise from the planes was minimal due to soundproofing in the glass. I had a great view of the tarmac.\n\nThe downside is a lack of noise insulation within the hotel. Someone above me dropped something directly above my bed and I heard it bounce several times as if it were in the room with me. Thankfully I was still awake but I would have been awakened had it been later in the night. The room doors are unnecessarily loud. They slam shut. Even if you close the door by hand all the way the latches give off a shrill sound as they click into place. The bed and pillows were not as comfortable as I expected but that's just a matter of personal taste. Also a matter of personal taste : the dark wood decor looks dated and a bit cheap.\n\nThis is a well-run hotel but not as quiet as it should be inside. But it is an excellent location and the time savings were worth it.",4,positive,"September 6, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\809055281.html,Calgary Airport Marriott In-Terminal Hotel,"""Set right inside the airport terminal and adjacent to the International Terminal, this is a wonderful hotel. About a 10 minute walk, all indoors, to the domestic arrivals and departures areas and car rental center.  Service and cleanliness are  impeccable. We were upgraded to an oversized corner room overlooking the gates and the runways as well as downtown Calgary in the distance. Totally silent. Restaurant had a nice selection of dishes ranging from $18 (for a delicious flatbread pizza) to a $75 ribeye steak. Very happy here and we will return.",5,positive,"September 9, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\811603326.html,Calgary Airport Marriott In-Terminal Hotel,"""Stayed here because my work colleague is a point collector and wanted to try this newer hotel. It wasn\u2019t convenient for our trip, strangely enough, but being in terminal that\u2019s clearly a big value add for the majority of guests. Having said that, the room was big, comfortable and modern. As a light sleeper I was awoken many times due to aircraft noise but that\u2019s certainly par for the course in an in terminal room.  Good public safety measures in place.",4,positive,"September 24, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\812056077.html,Calgary Airport Marriott In-Terminal Hotel,"""You can even go up to your room with your airport luggage cart. That's how well it is integrated into the YYC airport. Easy fly in and out. Great staff. Clean place. Great room, and renovated. Great view of the city or the rocky mountains.",5,positive,"September 27, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\812169594.html,Calgary Airport Marriott In-Terminal Hotel,"""The hotel is a bit on the pricey side but this is the price one needs to pay for the comfort for being literally seconds away from the Air Canada check-in desks and the gates. The rooms are large and comfortable and provide a quiet sleeping environment despite being in the middle of the airport. A great choice for an early flight out.",4,positive,"September 28, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\812310454.html,Calgary Airport Marriott In-Terminal Hotel,"""Very clean hotel ,large rooms ,nice restaurant ,can't beat the location as its in a terminal ,enjoyed my 1 night stay .\nquick checkin boarding passes and tags just by the hotel elevator fast and convenient",5,positive,"September 29, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\812322994.html,Calgary Airport Marriott In-Terminal Hotel,"""This was so conveniently close to COVID rapid testing and our gate, not to mention a pretty decent restaurant. We will stay here again when departing Calgary. Check-in personnel were quite gracious as was the wait staff. ",5,positive,"September 29, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\814088301.html,Calgary Airport Marriott In-Terminal Hotel,"""I didn't expect much from an airport hotel -- just a place to sleep before an early morning flight. But the Calgary Airport Marriott In-Terminal Hotel is pretty luxurious. The sheets are very soft, the mattress is sufficiently firm. The bathroom has a good supply of accessories. They brought us an extra chair on request. (Why do hotels assume that only one guest will use the desk, which is long enough for two?) My only complaint is the wifi. You're told that you need only enter the guest's last name and room number, but that's not true. To get free wifi, you have to join the Marriott Club, or if you're already a member, you have to know your number, and if you don't know it, you need to email Marriott, but you can't email them without wifi. No other hotel I know makes it this difficult. Other than that, it's a great place to stay when you have an early flight. We also appreciated the nearby rapid Covid testing.",4,positive,"October 11, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\814220723.html,Calgary Airport Marriott In-Terminal Hotel,"""I had to catch a 6am flight, the location is excellent as it saved me getting up at 3am to make the drive. Regrettably  I was throughly humiliated by the check in person, he loudly questioned the discount rate I used, holding up a line of anxious people behind me, and in a condescending manner he made it clear to everyone that I cheated , though he admitted that he couldn\u2019t substantiate his accusation based on what was advertised on their website. The experience left me a bitter taste, I stayed at the Delta across the street before and was treated like a human being, that is where myself and everyone I know will be staying from now on.",3,negative,"October 12, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\814471642.html,Calgary Airport Marriott In-Terminal Hotel,"""The hotel itself is comfortable, elegantly designed with good amenities (gym, restaurant) and of course a super-convenient location. As a returning guest, we were looking forward to our stay...but it was unfortunately marred by a poor check in experience stemming from a lack of information provided and initial room assignment.  Having said that, Lindsay provided excellent service in addressing our concerns and rectifying the situation, taking what would have been '3 stars' to 4, for sure.  I'd go so far to say if she'd handled our check in I might have gone with 5 stars!  Overall, thanks to Lindsay, we will return.",4,positive,"October 14, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\814499845.html,Calgary Airport Marriott In-Terminal Hotel,"""We have stayed at this hotel multiple times and it exceeds our expectations every time!! \nCheck in was efficient and friendly, we were welcomed back to the hotel and Bonvoy status was recognized. We have stayed in a corner suite each time we\u2019ve stayed at this hotel and they are very large, spacious rooms. Cleanliness is always top notch. The beds are extremely comfortable. Bathrooms are well equipped, clean and spacious. We always feel right at home. The restaurant on site is excellent , both for eat in and room service. Guest services staff are great to deal with. \nOn my most recent stay, our loyalty was recognized with a small gift and note, which we really appreciated !",5,positive,"October 14, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\815082166.html,Calgary Airport Marriott In-Terminal Hotel,"""Prior to COVID this was my all time favorite hotel in Canada, stayed over 35 nights and always perfect and I loved the staff but my recent stay was not as good.\nMobile key did not work, M lounge still closed which is understandable but still a $10 food credit does not make up for it, went to main bar for supper but was overlooked multiple times as the bartender talked to his favorites and ignored some of us, that was my 1st time getting poor service in the bar. Also as a platinum bonvoy my upgrade was minimal but again I was thankful for the larger room with runway view but the room was not made great with the bottom sheet fitted 1\u002F2 on and 1\u002F2 off, I tried to fix it but it appears the fitted sheet is to small. Less towels in the bathroom but thankfully the bottled water is still there. Fridge was not working and warm.\nBut My main issue was the sound of a large fan or something in between the walls on the other side of my headboard and I could also hear the same noise in the hallway outside my room, definitely was not from the runway. I went to bed but the noise woke me up and started driving me crazy it was just so loud and annoying, I decided it was no longer tolerable and packed up and went down to reception where the service recovery was good and smooth and I was given another room that was nice and quiet but by that time I had only a few hours before I had to get up. The final cut was that my points did not post but after a call I got that rectified. This was neither a pleasant nor restful stay but I am really hoping this is not the new norm and a one off that just happens.",4,positive,"October 18, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\815354161.html,Calgary Airport Marriott In-Terminal Hotel,"""For those leaving Calgary on a REALLY early flight,  think about staying here the night before. The place was spotless, and a bit lux. We a paid bit extra for the runway \u002F downtown core \u002F mountain  view, satisfying the inner plane-spotter in us. The coffee machine is in a funny spot in the hallway, however, and it was annoying that the mobile key on the smart phone didn't work AGAIN (our second stay). If the mobile key is not allowed in the security of an airport, then just say so and don't offer it. There is a bit of noise in the room - it bothered one of us, but not the other. Still a nice place once that's said and done...",4,positive,"October 20, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\817066805.html,Calgary Airport Marriott In-Terminal Hotel,"""This hotel is within the terminal and removes any dependence on shuttle busses.  You can easily walk to security\u002Fairline counter.  It is also fresh, clean, with a big exercise room + small pool.  The WiFi and room TV work well.  The dining services are adequate but not a destination for culinary experiences!   Staff are very friendly and helpful. - Download the Bonvoy\u002FMarriott app and you can practically do everything you need via your phone!   - There are also ATMs and airline check-in kiosks in the hotel.",4,positive,"November 1, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\819188469.html,Calgary Airport Marriott In-Terminal Hotel,"""Booked room, no refundable after 3 days before reservation, of course Westjet changed direction and subsequent destination of my flight, no longer landing Calgary. This was 4am day of arrival. Now landing Vanc YVR. No refund, no discussion of refund. $226 wasted.  Poor customer service due to circumstances beyond my control. Won\u2019t make that mistake again",1,negative,"November 18, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\819217756.html,Calgary Airport Marriott In-Terminal Hotel,"""I stayed here with a friend prior to her trip the next morning.  On arrival the Ron from Concierge services noticed immediately that my friend needed a wheelchair.  He stayed with us through the check in process and helped with luggage etc.  Awesome service.  Two queen beds and very clean.  I really like the set up of the room.  Very comfortable and the next morning I got help with the luggage and wheelchair from staff at the hotel.  The young lady stayed with us until we had our luggage checked in which was about an hour.  Great service.",4,positive,"November 18, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\822987103.html,Calgary Airport Marriott In-Terminal Hotel,"""We arrived early evening and were planning on going to Banff the next day. Looked at other airport options, which were admittedly less expensive, but required waiting outdoors for the shuttle. Since it was about 10 degrees F outside, that did not appeal. We splurged on the Marriott since we did not have to leave the terminal. We were exceptionally pleased with the hotel. Had a room overlooking the runway. Room was quite spacious, with plenty of room for luggage for two for our upcoming 10 days in Banff (2 check-in bags and 2 carry-ons). Extremely comfortable bed. Dinner in the hotel restaurant was tasty, as was breakfast (not included in our reservation). Hotel is only a few years old, and everything was in excellent condition.  Definitely recommend if you are considering staying overnight at the airport - especially in the winter.",5,positive,"December 25, 2021",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\824167918.html,Calgary Airport Marriott In-Terminal Hotel,"""Stayed here Jan 5\u002F22 after a long day of flying. The staff put us in a quiet room to get a good rest. We asked for a late check out  which they complied perfectly. Beautiful hotel & beautiful room & amenities! We will be staying here again as we are Marriott members & we can collect points. Recommend this hotel to anyone. Walk of the plane & hotel is inside the terminal. Thanks again.",5,positive,"January 6, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\824908196.html,Calgary Airport Marriott In-Terminal Hotel,"""We drove from beautiful Fernie to Calgary for our flight to Ottawa. The Marriott in airport hotel offers help with all our ski luggage so we could easily drop our rental car. Then check in to our pristine king size room. The restaurent in the lobby is a first class steak house with outstanding cocktails and live entertainment. The perfect finish to our holiday with no stress the next morning getting to our terminal.highly recommend",5,positive,"January 14, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\825231574.html,Calgary Airport Marriott In-Terminal Hotel,"""Igor was one of the best waiters I have ever had. He was friendly, efficient, knowledgeable and gave us suggestions on the breakfast menu. My sister and I enjoyed our breakfast and the service was fantastic. ",5,positive,"January 17, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\825861131.html,Calgary Airport Marriott In-Terminal Hotel,"""The room was nice and clean, the staff were courteous, the coffee was terrible and the price was expensive especially my second stay, the following week. However, whenever the heat came on the noise was so loud it sounded like a small plane was getting ready for takeoff. When that noise wasn't happening in the room you could hear a similar sound coming from outside not to mention you can Hear conversations from people walking by at all hours of the night. This is my second stay at the Calgary Airport Marriott In-Terminal Hotel and both experiences were the same regarding the noise.\n\nBTW, I only stayed here because \""United Airlines\"" royally messed up my flight reservations TWICE!",3,negative,"January 25, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\826718224.html,Calgary Airport Marriott In-Terminal Hotel,"""Appalled at the way I was treated. Their system would not accept my credit card so I did a debit deposit which I could not afford because they immediately debited the room fee as well as deposit together which totalled over 500$. Normally a hotel puts  a 50 to 100$ preauth on my card and then the room fee is charged upon check out. So my room fee was paid upfront  along with the deposit. I had no issue paying my room fee but a deposit which doubled the debit cost is my issue. Even though I booked the room using my credit card but once I checked in their system didn't recognize it . The girl at the desk was very clear that they are doing me a favor and will not so this again. Shw went on to say all hotels do this which is false. No hotel I have stayed at  has ever done it that way .  Not my fault the hotel didn't recognize my card even though I used it to book the room initially. I should have left and stayed someplace else.\nWhen checking out , they made me wait while they checked my room to ensure I was worthy of the deposit being refunded, while ither people simply walked up to the counter and were told have a great day we will bill you later or have a great day your room will be charged to your card...why didn't they have to wait while their room was checked ?? \nThere was also hair all over the bed. Neither of us have black hair yet there were long strands of black hair all over one of the beds. I have several photos. \nI don't appreciate being treated like this. I will not be staying here again .",2,negative,"February 3, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\829134996.html,Calgary Airport Marriott In-Terminal Hotel,"""We stayed one night before our morning flight home. What a great location. You literally walk out the door and your in the departure area. Unfortunately if flying west jet you have to walk all the way to the other end of the terminal. Hotel staff were friendly and helpful. Our room was spacious clean and comfortable. We had dinner at the hotel restaurant. Service was top notch and the food was amazing! I would highly recommend staying here if flying in or out of Calgary airport!",5,positive,"February 24, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\830432133.html,Calgary Airport Marriott In-Terminal Hotel,"""Best service in a hotel for a long time. From check in, lounge, restaurant for breakfast to checkout. Everyone was friendly and helpful. The hotel it self was perfect in every way possible. Modern, clean and bright. A special place to stay in Calgary.",5,positive,"March 7, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\831722758.html,Calgary Airport Marriott In-Terminal Hotel,"""If you need to stay a night or two at the the airport. Great sleep, nice clean hotel and staff were friendly. Located right in the terminals if you get stuck missing a flight.\uD83D\uDC4E\nProbably wouldn\u2019t stay for a visit to Calgary because of location. Would have no problem staying again if need be.",4,positive,"March 20, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\831916746.html,Calgary Airport Marriott In-Terminal Hotel,"""This was our third stay at the Calgary Marriott, and as with the previous two, it was really more of just an \u201Cexpensive nap.\u201D We checked in around 11 p.m., and we checked out at 5 a.m. Check-in was super fast, and the room was clean, but it was a little sparser than last time: fewer amenities, no bathrobes. It was quiet and we slept well, but aside from the convenient location, it\u2019s difficult to justify the $249 rate.",3,negative,"March 21, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\833670105.html,Calgary Airport Marriott In-Terminal Hotel,"""We stayed here to catch an early 6:30 am flight to DFW and our stay was outstanding! Nothing beats the convenience of taking an elevator and directly walking over to your terminal to get through customs and security. We were travelling with young children and they loved watching the planes from the window. Our room was very comfortable and we got a very good night sleep. We highly recommend this place for anyone planning a hassle free trip out of YYC. Thank you for a great stay!",5,positive,"April 7, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\835762140.html,Calgary Airport Marriott In-Terminal Hotel,"""Great service at the front desk. We found the beds a bit hard and uncomfortable for our liking. Had to pay an extra 80 for the club level as that was the only room available. We enjoy the club level; however at this hotel, there is a charge for alcoholic drinks. We\u2019ve never experienced that at any other place with club level. Appetizers were about a 7\u002F10 for taste  and selection.",3,negative,"April 23, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\835865039.html,Calgary Airport Marriott In-Terminal Hotel,"""We just completed a surprise stay at the Calgary Airport Marriott In-Terminal Hotel and thought we\u2019d share our review.\n\nWe had originally booked the Westin Airport location but were notified a month prior to our stay that they were unable to honour our booking and had transferred our stay to the Calgary Airport Marriott In-Terminal Hotel.  The property was honouring our booking rate, so we decided to stay with the Marriott.  \n\nI am glad we did.  Our welcome was very professional, we were thanked for our loyalty and had the options for welcome gift explained to us in detail. The staff also took the time to fill us in on the amenities available to us during our stay.  Our room was bright and spacious and provided a view of the tarmac, which is a plane spotter\u2019s dream come true.  \n\nThe hotel itself is very well maintained and ideally located between the US\u002FInternational and Domestic departures desks. The staff were all super friendly and very attentive to anything you may wish. The  M Club Lounge (located on the 7th floor) is very spacious and well staffed.  A special thank you needs to be sent to Tony in the M Club for his attentive care and attention during our stay.  The dining option within the property\u2019s lobby restaurant (Yakima Social Kitchen and Bar) is also well staffed with equally friendly staff and spans the spectrum from light to hearty with ample portions.  \n\nAnyone who\u2019s read my reviews with know that my next favourite ritual during a stay was our visits to the fitness facilities.  I can tell you that it will not disappoint.  It is well equipped, spotlessly clean, with a view of the tarmac to keep you entertained while hitting your cardio.  \n\nI would recommend the Calgary Airport Marriott In-Terminal Hotel to anyone looking for a layover spot to stay while transiting in Calgary. The property and staff did not disappoint in that regard. I am sure others will find the same with their own experience.  \n\nI hope you find this review helpful.",5,positive,"April 24, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\836048064.html,Calgary Airport Marriott In-Terminal Hotel,"""Stayed here for 1 night while waiting for my connecting flight to Europe. I booked 1 King Bed room through Expedia, and it was a spacious, clean and comfortable room with modern decor and a beautiful bathroom. The staff at check in and at the restaurant were very courteous and friendly. The restaurant food was good, and the atmosphere was relaxing despite the hotel location. And of course the right-in-the-terminal location cannot be beaten, so convenient! All in all, I had a very good, very relaxing stay here.",5,positive,"April 25, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
data\ca\154913\10202701\836768561.html,Calgary Airport Marriott In-Terminal Hotel,"""We stayed one night @ Calgary Airport Marriott \nWe used points, but upgraded afterwards to a corner room, which ended up to be on a high floor.\nI downloaded the app to open our room door, but couldn't get it to work in the elevator to get to our floor.\nOur room was amazing!! Very large with a spectacular view of the airport, distant downtown and the foothills of the Rockies.\nWith such a special view, this wasn't a normal hotel experience, but like a destination in itself.\nFor dinner, we did take-out from the restaurant beside the lobby - very healthy food choices like poke bowls.\nThere is also a nice selection of room snacks and pre-packaged options.  Looks like everything you need to hunker down and enjoy your room to the fullest.\nWhat we liked:\n+ Large luxurious quiet room\n+ The view!!\n+ Massive TV with great selection\n+ Great bathroom\n+ Very comfortable king bed with premium linens\n+ Excellent black out curtains\n+ 10 minute walk to airport check-in\n\nTo improve\n\u003E\u003E Nothing really comes to mind",5,positive,"May 1, 2022",2008 Airport Road NE,"('Calgary',)",Alberta,T2E 3B9
